               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 158,             0.88801,             0.80243,              1.5229,             0.87526,             0.85226,             0.88825,              0.5909,                   0,                   0,                   0,           0.0018623,           0.0018623,           0.0018623
                 159,             0.87977,             0.77571,              1.5035,             0.91078,             0.85758,             0.89602,              0.5867,                   0,                   0,                   0,           0.0018105,           0.0018105,           0.0018105
                 160,             0.87999,             0.80279,              1.5211,             0.90989,             0.84001,             0.88958,             0.59001,                   0,                   0,                   0,           0.0017586,           0.0017586,           0.0017586
                 161,             0.86529,             0.78281,              1.5117,             0.88652,             0.85334,             0.89061,             0.58303,                   0,                   0,                   0,           0.0017068,           0.0017068,           0.0017068
                 162,             0.86594,             0.77955,              1.5011,             0.88294,             0.85091,              0.8801,             0.58386,                   0,                   0,                   0,            0.001655,            0.001655,            0.001655
                 163,             0.86341,             0.77196,              1.4977,             0.88717,             0.84919,             0.88653,             0.58875,                   0,                   0,                   0,           0.0016031,           0.0016031,           0.0016031
                 164,             0.87188,             0.78049,               1.501,             0.86934,             0.86716,             0.89612,              0.5853,                   0,                   0,                   0,           0.0015513,           0.0015513,           0.0015513
                 165,             0.85947,             0.77597,              1.4965,             0.87389,             0.85009,             0.88901,             0.58631,                   0,                   0,                   0,           0.0014995,           0.0014995,           0.0014995
                 166,             0.86638,             0.76811,              1.4996,             0.91489,             0.83217,             0.90211,             0.58206,                   0,                   0,                   0,           0.0014476,           0.0014476,           0.0014476
                 167,             0.85169,             0.76842,              1.4944,             0.88871,             0.84894,             0.90214,             0.58246,                   0,                   0,                   0,           0.0013958,           0.0013958,           0.0013958
                 168,             0.83313,              0.7393,              1.4748,             0.88923,              0.8498,             0.90356,             0.58371,                   0,                   0,                   0,            0.001344,            0.001344,            0.001344
                 169,             0.84638,             0.75153,               1.478,              0.8828,             0.85484,             0.90439,             0.58756,                   0,                   0,                   0,           0.0012921,           0.0012921,           0.0012921
                 170,             0.84046,             0.74491,              1.4799,             0.89561,             0.86159,              0.9046,             0.58913,                   0,                   0,                   0,           0.0012403,           0.0012403,           0.0012403
                 171,             0.84141,              0.7366,              1.4749,             0.89361,             0.85147,             0.90446,             0.58938,                   0,                   0,                   0,           0.0011885,           0.0011885,           0.0011885
                 172,             0.83821,             0.74645,              1.4816,             0.89214,             0.86445,             0.90422,             0.59115,                   0,                   0,                   0,           0.0011366,           0.0011366,           0.0011366
                 173,             0.83159,             0.74487,              1.4812,             0.86449,             0.87358,             0.90295,             0.59108,                   0,                   0,                   0,           0.0010848,           0.0010848,           0.0010848
                 174,             0.81922,             0.73456,              1.4635,             0.88282,             0.86304,             0.89979,             0.58893,                   0,                   0,                   0,            0.001033,            0.001033,            0.001033
                 175,             0.82234,             0.73517,              1.4613,             0.85585,             0.87243,             0.89892,             0.58711,                   0,                   0,                   0,          0.00098115,          0.00098115,          0.00098115
                 176,             0.82122,             0.73032,              1.4801,             0.89494,             0.85057,             0.89711,             0.58834,                   0,                   0,                   0,          0.00092932,          0.00092932,          0.00092932
                 177,             0.82808,             0.73365,              1.4882,             0.89537,              0.8369,             0.89236,             0.58575,                   0,                   0,                   0,          0.00087749,          0.00087749,          0.00087749
                 178,             0.81318,             0.70413,               1.472,             0.89821,             0.83137,             0.89506,             0.58647,                   0,                   0,                   0,          0.00082565,          0.00082565,          0.00082565
                 179,              0.8112,              0.7157,              1.4621,             0.87922,              0.8557,             0.89397,             0.58322,                   0,                   0,                   0,          0.00077382,          0.00077382,          0.00077382
                 180,             0.80719,              0.7127,               1.465,             0.85883,             0.85911,              0.8922,              0.5819,                   0,                   0,                   0,          0.00072199,          0.00072199,          0.00072199
                 181,             0.81954,             0.72835,              1.4819,             0.87215,             0.86037,             0.89309,              0.5806,                   0,                   0,                   0,          0.00067016,          0.00067016,          0.00067016
                 182,             0.80008,              0.6944,              1.4507,             0.87324,             0.86443,             0.90367,              0.5818,                   0,                   0,                   0,          0.00061832,          0.00061832,          0.00061832
                 183,             0.80269,             0.69781,              1.4506,             0.86682,             0.85563,             0.89883,             0.58051,                   0,                   0,                   0,          0.00056649,          0.00056649,          0.00056649
                 184,             0.79612,             0.70091,              1.4604,             0.87741,             0.84754,             0.89797,             0.58106,                   0,                   0,                   0,          0.00051466,          0.00051466,          0.00051466
                 185,             0.79187,             0.69293,              1.4507,             0.86129,             0.86421,             0.89705,             0.57984,                   0,                   0,                   0,          0.00046283,          0.00046283,          0.00046283
                 186,             0.79214,             0.68082,              1.4412,             0.87734,             0.85628,             0.89729,             0.58265,                   0,                   0,                   0,          0.00041099,          0.00041099,          0.00041099
                 187,             0.78806,             0.68811,              1.4359,             0.89486,             0.84582,             0.89828,              0.5805,                   0,                   0,                   0,          0.00035916,          0.00035916,          0.00035916
                 188,             0.77999,             0.67619,              1.4409,             0.88919,             0.84502,             0.89826,             0.57877,                   0,                   0,                   0,          0.00030733,          0.00030733,          0.00030733
                 189,             0.77793,             0.67038,              1.4424,             0.88669,             0.84585,             0.89788,             0.57737,                   0,                   0,                   0,           0.0002555,           0.0002555,           0.0002555
                 190,             0.80453,             0.71224,               1.457,             0.88679,             0.84737,              0.8985,             0.57858,                   0,                   0,                   0,          0.00020366,          0.00020366,          0.00020366
