               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 173,              1.0826,              1.1135,              1.6592,             0.92033,             0.68871,             0.74657,             0.59722,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                 174,              1.1139,              1.1802,              1.7053,             0.93746,             0.66259,             0.73929,             0.60146,                   0,                   0,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,              1.1097,              1.1534,              1.6825,             0.68958,             0.75714,             0.74751,             0.59892,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                 176,              1.0983,              1.1119,              1.6607,             0.74023,             0.72634,              0.7282,             0.60053,                   0,                   0,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,              1.0732,              1.1368,              1.6658,             0.76192,              0.7127,             0.74017,             0.61599,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                 178,              1.1013,              1.1545,               1.684,             0.94067,             0.65556,             0.72355,             0.60491,                   0,                   0,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,              1.0909,              1.0877,              1.6589,             0.93382,             0.67925,             0.73913,              0.5982,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                 180,              1.0758,              1.1361,              1.6756,             0.93897,             0.67484,             0.74403,             0.61593,                   0,                   0,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,              1.0791,              1.0911,              1.6539,              0.7347,             0.72381,             0.74435,             0.61641,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                 182,              1.0737,              1.1186,              1.6533,             0.92699,             0.69146,             0.73191,             0.60324,                   0,                   0,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,              1.0543,              1.0963,              1.6406,             0.93935,             0.69885,             0.75824,               0.598,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                 184,              1.0604,              1.1001,               1.647,             0.78455,             0.72381,             0.75044,              0.5949,                   0,                   0,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,              1.0889,              1.1038,              1.6732,             0.73915,             0.72381,             0.75008,             0.59758,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                 186,              1.0511,              1.0847,              1.6522,             0.79168,             0.71545,             0.75656,             0.61431,                   0,                   0,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,              1.0404,              1.0583,              1.6277,             0.74664,             0.73934,             0.74078,             0.60596,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                 188,              1.0589,              1.0802,              1.6465,             0.93208,             0.67695,              0.7385,             0.61135,                   0,                   0,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,              1.0561,              1.1042,              1.6411,             0.74876,             0.71319,             0.75935,             0.61642,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                 190,              1.0347,                1.08,               1.645,             0.75289,             0.72361,             0.74419,             0.59975,                   0,                   0,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,              1.0222,               1.043,              1.6233,             0.76352,             0.73235,             0.73959,             0.59909,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                 192,              1.0372,              1.0678,              1.6349,             0.94449,             0.66289,             0.74139,             0.59676,                   0,                   0,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,              1.0361,              1.0657,              1.6442,             0.93947,             0.65833,             0.73056,             0.60367,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                 194,               1.054,              1.0914,               1.643,             0.67375,             0.74534,             0.73158,             0.60092,                   0,                   0,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,               1.016,              1.0405,              1.6139,             0.69455,             0.73891,             0.73323,              0.5977,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                 196,              1.0374,              1.0834,              1.6403,             0.73535,             0.73674,             0.74699,             0.59933,                   0,                   0,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,              1.0432,              1.0773,               1.643,             0.70807,             0.73626,             0.75879,             0.60726,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
                 198,             0.99869,              1.0236,              1.6126,             0.75697,             0.72989,             0.75395,             0.60274,                   0,                   0,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,              1.0351,              1.0266,              1.6341,             0.77159,             0.73935,             0.75355,             0.59728,                   0,                   0,                   0,            0.000199,            0.000199,            0.000199
