                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.78246,                0.71256,                 1.2229,                0.89192,                 0.7515,                0.84307,                0.61682,                 1.0718,                0.79052,                 1.5269,              0.0005447,              0.0005447,              0.0005447
                    149,                0.77151,                0.68972,                 1.2188,                0.89176,                 0.7485,                0.83783,                0.62296,                 1.0527,                0.78485,                 1.5098,              0.0005348,              0.0005348,              0.0005348
                    150,                0.76189,                0.69299,                 1.2159,                0.89513,                 0.7411,                0.84695,                0.62799,                 1.0597,                 0.7783,                 1.5276,              0.0005249,              0.0005249,              0.0005249
                    151,                0.78141,                0.71853,                  1.232,                 0.8802,                0.76347,                 0.8547,                 0.6253,                 1.0857,                0.77398,                 1.5466,               0.000515,               0.000515,               0.000515
                    152,                0.78209,                0.70012,                  1.228,                0.89302,                0.76048,                0.85157,                0.62886,                 1.0837,                0.80243,                 1.5447,              0.0005051,              0.0005051,              0.0005051
                    153,                0.77441,                0.69134,                 1.2214,                0.88634,                0.77545,                0.86091,                0.63482,                 1.0472,                0.74177,                 1.5179,              0.0004952,              0.0004952,              0.0004952
                    154,                0.76216,                0.69464,                 1.2189,                0.90742,                 0.7515,                0.85713,                0.63392,                 1.0421,                 0.7438,                 1.5099,              0.0004853,              0.0004853,              0.0004853
                    155,                0.75453,                0.67069,                 1.2073,                0.88505,                0.78443,                0.85479,                0.62793,                 1.0721,                0.74571,                 1.5349,              0.0004754,              0.0004754,              0.0004754
                    156,                0.77096,                0.70444,                 1.2229,                0.91483,                0.77183,                0.85506,                0.63241,                 1.0624,                0.72683,                 1.5406,              0.0004655,              0.0004655,              0.0004655
                    157,                0.75074,                0.66455,                 1.2084,                0.89851,                0.76347,                0.86286,                0.63338,                 1.0748,                0.75069,                 1.5343,              0.0004556,              0.0004556,              0.0004556
                    158,                0.74675,                 0.6646,                 1.2092,                0.89608,                0.77454,                0.86131,                0.64267,                 1.0367,                0.72023,                  1.502,              0.0004457,              0.0004457,              0.0004457
                    159,                 0.7601,                0.68035,                 1.2096,                0.86495,                0.78621,                0.85432,                0.63815,                 1.0683,                0.75286,                 1.5244,              0.0004358,              0.0004358,              0.0004358
                    160,                0.74593,                0.66546,                 1.2078,                0.93285,                0.73653,                0.86075,                0.64067,                 1.0541,                0.73845,                 1.5222,              0.0004259,              0.0004259,              0.0004259
                    161,                0.74154,                0.65604,                 1.2002,                 0.9319,                0.76946,                0.86216,                0.64351,                  1.049,                0.71191,                 1.5294,               0.000416,               0.000416,               0.000416
                    162,                0.73377,                0.65198,                 1.1978,                 0.9255,                0.77246,                0.85973,                0.63088,                 1.0729,                0.72559,                 1.5575,              0.0004061,              0.0004061,              0.0004061
                    163,                0.74683,                0.66604,                 1.2025,                0.91743,                0.76513,                0.86337,                0.63323,                   1.07,                0.74468,                 1.5448,              0.0003962,              0.0003962,              0.0003962
                    164,                 0.7544,                0.66464,                 1.2109,                0.89552,                0.77246,                0.85321,                0.63359,                 1.0679,                0.74476,                 1.5599,              0.0003863,              0.0003863,              0.0003863
                    165,                0.72599,                 0.6426,                 1.1883,                0.89737,                0.78538,                0.85683,                0.63512,                 1.0561,                0.74305,                 1.5339,              0.0003764,              0.0003764,              0.0003764
                    166,                0.73343,                0.64706,                 1.1983,                0.92341,                0.75807,                0.86085,                 0.6375,                 1.0601,                0.75411,                 1.5363,              0.0003665,              0.0003665,              0.0003665
                    167,                0.72663,                0.66223,                 1.1944,                0.93391,                0.76155,                0.85431,                0.63116,                 1.0688,                0.76895,                 1.5381,              0.0003566,              0.0003566,              0.0003566
                    168,                0.71549,                0.63816,                  1.185,                0.90433,                0.76048,                0.85223,                 0.6401,                 1.0712,                0.75961,                 1.5499,              0.0003467,              0.0003467,              0.0003467
                    169,                0.71466,                0.62783,                 1.1789,                0.91684,                0.76347,                0.85313,                0.64179,                 1.0523,                0.73788,                  1.543,              0.0003368,              0.0003368,              0.0003368
                    170,                0.72206,                0.64403,                 1.1948,                0.89764,                0.76139,                0.85929,                0.64151,                 1.0489,                0.76744,                 1.5386,              0.0003269,              0.0003269,              0.0003269
                    171,                0.72425,                0.64685,                 1.1934,                0.91051,                0.76154,                0.85651,                0.64127,                 1.0245,                0.74298,                 1.5228,               0.000317,               0.000317,               0.000317
                    172,                 0.7099,                0.63257,                 1.1881,                0.87965,                0.76647,                 0.8574,                0.64562,                 1.0388,                0.74381,                 1.5334,              0.0003071,              0.0003071,              0.0003071
                    173,                0.70772,                0.61742,                 1.1868,                0.93036,                0.73054,                0.85849,                0.64134,                 1.0435,                 0.7511,                 1.5386,              0.0002972,              0.0002972,              0.0002972
                    174,                0.70944,                0.62335,                 1.1748,                0.89847,                 0.7485,                0.85859,                0.63814,                 1.0317,                0.74581,                 1.5261,              0.0002873,              0.0002873,              0.0002873
                    175,                0.68867,                 0.6057,                 1.1643,                0.94554,                0.73952,                0.85722,                0.64107,                 1.0686,                0.74022,                 1.5678,              0.0002774,              0.0002774,              0.0002774
                    176,                0.71414,                0.62476,                 1.1834,                0.93923,                0.74034,                0.86187,                0.63999,                 1.0587,                0.72733,                 1.5649,              0.0002675,              0.0002675,              0.0002675
                    177,                0.69656,                0.61558,                  1.184,                0.91864,                0.74374,                0.86023,                 0.6417,                 1.0688,                0.73244,                 1.5659,              0.0002576,              0.0002576,              0.0002576
                    178,                0.69086,                  0.615,                 1.1689,                0.91632,                0.75449,                0.86727,                0.64396,                 1.0581,                0.73466,                 1.5734,              0.0002477,              0.0002477,              0.0002477
                    179,                0.68491,                0.59135,                 1.1564,                0.91861,                0.74338,                 0.8609,                0.63649,                  1.063,                0.72528,                 1.5925,              0.0002378,              0.0002378,              0.0002378
                    180,                0.69071,                0.61305,                 1.1684,                0.91625,                 0.7485,                0.86302,                0.64056,                 1.0537,                0.74099,                 1.5615,              0.0002279,              0.0002279,              0.0002279
                    181,                0.67775,                0.59266,                 1.1573,                0.88872,                0.76946,                0.86446,                0.64348,                 1.0708,                0.74011,                 1.5749,               0.000218,               0.000218,               0.000218
                    182,                0.68615,                0.59551,                 1.1572,                0.93676,                0.74251,                 0.8652,                0.64462,                 1.0632,                0.72301,                 1.5855,              0.0002081,              0.0002081,              0.0002081
                    183,                0.66449,                0.58017,                 1.1554,                0.91728,                0.74251,                0.86412,                 0.6421,                 1.0551,                0.72977,                 1.5632,              0.0001982,              0.0001982,              0.0001982
                    184,                0.67628,                0.58895,                 1.1653,                0.92093,                 0.7485,                0.86331,                0.64443,                 1.0458,                0.71856,                 1.5482,              0.0001883,              0.0001883,              0.0001883
                    185,                 0.6732,                0.58651,                 1.1582,                0.90129,                0.75749,                0.86174,                 0.6481,                 1.0583,                0.71555,                 1.5584,              0.0001784,              0.0001784,              0.0001784
                    186,                0.67778,                0.59613,                 1.1611,                0.91859,                0.75449,                0.85923,                0.64512,                 1.0548,                0.73344,                 1.5606,              0.0001685,              0.0001685,              0.0001685
                    187,                0.66968,                0.58792,                 1.1633,                 0.9189,                 0.7515,                0.86442,                 0.6487,                 1.0439,                0.72959,                 1.5493,              0.0001586,              0.0001586,              0.0001586
                    188,                0.68462,                0.60169,                 1.1638,                0.87986,                0.78936,                0.86953,                0.64759,                  1.048,                0.72398,                 1.5525,              0.0001487,              0.0001487,              0.0001487
                    189,                0.65711,                0.56825,                 1.1495,                 0.9037,                0.76347,                0.85991,                0.64456,                 1.0557,                0.72915,                 1.5621,              0.0001388,              0.0001388,              0.0001388
                    190,                0.66582,                0.57315,                 1.1485,                0.92224,                0.75449,                0.85943,                0.63893,                 1.0601,                0.73522,                 1.5783,              0.0001289,              0.0001289,              0.0001289
                    191,                0.56752,                0.44726,                 1.1247,                0.89369,                0.78021,                0.85656,                0.63738,                 1.0742,                0.72819,                 1.5901,               0.000119,               0.000119,               0.000119
                    192,                0.56251,                0.41724,                 1.1234,                  0.928,                0.77246,                0.85751,                0.64004,                 1.0712,                0.75116,                 1.5821,              0.0001091,              0.0001091,              0.0001091
                    193,                0.54582,                0.39547,                 1.1076,                0.92737,                0.75749,                0.85795,                0.64085,                 1.0753,                0.74329,                 1.5851,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.53268,                0.38677,                 1.0923,                0.92868,                0.76647,                0.85792,                0.63869,                 1.0663,                0.74916,                 1.5692,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.53944,                0.39923,                 1.0993,                0.90849,                0.77281,                0.85861,                0.63714,                 1.0675,                0.74126,                  1.575,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.53395,                0.39591,                 1.1033,                 0.9087,                0.77476,                0.85377,                0.63489,                 1.0702,                0.73882,                 1.5829,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.53582,                0.38517,                 1.1043,                 0.9083,                0.77844,                0.86047,                 0.6357,                 1.0728,                0.73473,                 1.5857,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.52383,                0.38017,                 1.0893,                0.92663,                0.76347,                0.86074,                0.63672,                 1.0686,                 0.7278,                 1.5867,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.52243,                0.37535,                 1.0932,                0.89679,                0.78044,                0.86159,                0.63955,                 1.0649,                0.72357,                 1.5828,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.51827,                0.37967,                 1.0876,                0.89741,                0.77844,                0.86188,                0.64013,                 1.0665,                0.72785,                 1.5893,               2.99e-05,               2.99e-05,               2.99e-05
