                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.94295,                0.92468,                 1.3434,                0.79848,                0.63312,                0.73213,                0.40332,                   1.53,                 1.2553,                 2.0811,             0.00045401,             0.00045401,             0.00045401
                    149,                0.94059,                0.94129,                 1.3389,                0.87976,                0.59062,                0.72243,                0.40308,                  1.573,                 1.2369,                 2.1025,             0.00044576,             0.00044576,             0.00044576
                    150,                0.91425,                0.88404,                 1.3149,                0.83479,                0.62779,                0.70672,                0.40914,                 1.5559,                 1.2709,                 2.1231,              0.0004375,              0.0004375,              0.0004375
                    151,                0.90393,                0.89067,                  1.311,                0.82382,                0.62813,                0.72245,                0.41391,                 1.5391,                 1.2749,                 2.1337,             0.00042925,             0.00042925,             0.00042925
                    152,                0.91866,                0.91779,                 1.3176,                0.87642,                0.61806,                 0.7318,                0.42681,                 1.5104,                  1.221,                 2.0779,               0.000421,               0.000421,               0.000421
                    153,                0.91551,                    0.9,                 1.3309,                0.79792,                0.64532,                0.70126,                0.41118,                 1.4913,                 1.3168,                  2.067,             0.00041275,             0.00041275,             0.00041275
                    154,                0.90733,                0.90909,                   1.32,                0.82844,                0.62078,                0.70142,                0.40779,                 1.5146,                 1.3363,                 2.0789,              0.0004045,              0.0004045,              0.0004045
                    155,                0.91938,                0.92344,                 1.3322,                0.85659,                0.59467,                0.69901,                0.41517,                 1.5657,                 1.3387,                 2.0841,             0.00039625,             0.00039625,             0.00039625
                    156,                0.89577,                0.91936,                 1.3097,                0.85203,                0.63438,                 0.7313,                0.41341,                 1.5481,                 1.3027,                 2.1058,             0.00038799,             0.00038799,             0.00038799
                    157,                0.89157,                0.89051,                 1.3038,                0.88231,                0.61562,                0.72353,                0.41972,                 1.5113,                 1.2748,                 2.0706,             0.00037974,             0.00037974,             0.00037974
                    158,                 0.8876,                0.88754,                 1.2951,                0.82192,                 0.6475,                0.72707,                0.40108,                  1.515,                 1.2814,                  2.091,             0.00037149,             0.00037149,             0.00037149
                    159,                0.88393,                0.86997,                 1.3016,                0.85024,                0.65545,                 0.7394,                0.41024,                 1.4838,                 1.2561,                 2.0801,             0.00036324,             0.00036324,             0.00036324
                    160,                 0.8585,                 0.8344,                 1.2831,                0.86998,                0.60417,                0.72947,                0.41766,                 1.5312,                 1.2501,                 2.0877,             0.00035499,             0.00035499,             0.00035499
                    161,                 0.8742,                0.84187,                 1.2958,                0.93148,                0.59062,                0.73344,                0.42156,                 1.5103,                 1.2493,                 2.0704,             0.00034674,             0.00034674,             0.00034674
                    162,                 0.8766,                0.88969,                 1.2965,                0.90489,                0.61771,                0.72663,                 0.4205,                 1.4823,                  1.201,                 2.0551,             0.00033848,             0.00033848,             0.00033848
                    163,                0.87505,                0.86653,                 1.2802,                0.87584,                 0.6157,                0.72034,                 0.4126,                 1.5796,                 1.3312,                 2.1551,             0.00033023,             0.00033023,             0.00033023
                    164,                0.88948,                0.86229,                 1.3044,                0.92643,                0.62083,                0.74946,                0.41454,                 1.5621,                 1.2564,                 2.1205,             0.00032198,             0.00032198,             0.00032198
                    165,                0.84992,                0.83164,                 1.2641,                0.87227,                0.60579,                0.72127,                0.41733,                 1.5556,                 1.2722,                 2.1538,             0.00031373,             0.00031373,             0.00031373
                    166,                 0.8506,                0.84536,                 1.2718,                0.81493,                0.62292,                 0.7007,                0.40927,                 1.5303,                 1.2342,                 2.1227,             0.00030548,             0.00030548,             0.00030548
                    167,                0.84362,                0.79483,                 1.2731,                0.86054,                0.61146,                0.72645,                0.41749,                 1.5457,                 1.2832,                 2.1362,             0.00029723,             0.00029723,             0.00029723
                    168,                0.83079,                0.81631,                   1.26,                0.87598,                0.61141,                0.73485,                0.42332,                 1.5303,                 1.2338,                  2.088,             0.00028897,             0.00028897,             0.00028897
                    169,                0.83984,                0.80588,                 1.2742,                0.85933,                 0.6301,                0.74514,                0.43501,                 1.5345,                 1.2668,                 2.0924,             0.00028072,             0.00028072,             0.00028072
                    170,                0.81839,                0.81962,                  1.258,                0.85921,                0.63958,                0.72561,                0.41737,                 1.5254,                 1.2948,                 2.0962,             0.00027247,             0.00027247,             0.00027247
                    171,                0.81636,                0.81064,                 1.2551,                0.89747,                0.60449,                0.73361,                0.41815,                 1.5498,                 1.3011,                 2.1344,             0.00026422,             0.00026422,             0.00026422
                    172,                 0.8189,                0.82947,                 1.2536,                0.84252,                0.62141,                0.72578,                0.41296,                 1.5404,                 1.2939,                 2.1358,             0.00025597,             0.00025597,             0.00025597
                    173,                0.82279,                0.81755,                 1.2554,                0.83279,                0.64575,                0.72123,                0.41388,                 1.5138,                 1.3131,                 2.1153,             0.00024772,             0.00024772,             0.00024772
                    174,                0.80568,                0.78845,                 1.2453,                  0.856,                0.64081,                0.75177,                0.42467,                 1.5107,                 1.3346,                  2.107,             0.00023946,             0.00023946,             0.00023946
                    175,                0.80597,                0.78784,                 1.2459,                0.85247,                0.63988,                0.74416,                0.42553,                 1.5386,                 1.2808,                 2.1359,             0.00023121,             0.00023121,             0.00023121
                    176,                 0.7803,                0.74905,                 1.2145,                0.88234,                0.61597,                 0.7413,                0.42288,                 1.5124,                 1.2223,                 2.1354,             0.00022296,             0.00022296,             0.00022296
                    177,                0.80074,                0.78022,                 1.2443,                0.88928,                0.63316,                0.73829,                0.42388,                 1.5034,                 1.2051,                 2.0971,             0.00021471,             0.00021471,             0.00021471
                    178,                0.81255,                0.77298,                 1.2572,                0.88225,                0.62268,                0.73895,                 0.4157,                 1.5474,                 1.2244,                 2.1679,             0.00020646,             0.00020646,             0.00020646
                    179,                0.78603,                0.74275,                 1.2254,                0.83773,                0.66811,                0.73277,                0.43503,                 1.5138,                 1.2066,                 2.1658,             0.00019821,             0.00019821,             0.00019821
                    180,                0.77905,                0.75548,                 1.2279,                0.85988,                0.62475,                0.72361,                0.43081,                 1.4978,                 1.2308,                 2.1279,             0.00018995,             0.00018995,             0.00018995
                    181,                0.81078,                0.77758,                 1.2442,                0.86108,                0.63531,                0.73381,                0.43159,                 1.5192,                 1.2734,                  2.134,              0.0001817,              0.0001817,              0.0001817
                    182,                0.79015,                 0.7784,                 1.2372,                0.86938,                0.62604,                0.72726,                0.42981,                 1.5094,                 1.2866,                 2.1177,             0.00017345,             0.00017345,             0.00017345
                    183,                0.77742,                0.74985,                   1.22,                0.84653,                0.61562,                0.73259,                0.42931,                 1.5183,                 1.2594,                 2.1211,              0.0001652,              0.0001652,              0.0001652
                    184,                0.75108,                0.75857,                 1.2231,                0.86516,                0.64792,                0.73909,                0.42622,                 1.5196,                 1.2801,                 2.1307,             0.00015695,             0.00015695,             0.00015695
                    185,                0.77817,                0.72973,                 1.2289,                0.88794,                  0.641,                0.74136,                0.42436,                 1.5276,                 1.2649,                 2.1442,              0.0001487,              0.0001487,              0.0001487
                    186,                0.77095,                0.75276,                 1.2218,                 0.8519,                0.65582,                0.73618,                0.42934,                 1.5413,                 1.3188,                 2.1469,             0.00014044,             0.00014044,             0.00014044
                    187,                0.79291,                 0.7697,                  1.238,                0.86358,                0.61042,                0.72447,                0.42564,                 1.5543,                 1.2757,                  2.155,             0.00013219,             0.00013219,             0.00013219
                    188,                0.76886,                0.72553,                 1.2218,                0.85553,                0.60417,                0.71734,                0.43406,                 1.5043,                 1.2435,                 2.1004,             0.00012394,             0.00012394,             0.00012394
                    189,                0.76561,                0.72221,                 1.2137,                0.84148,                0.63438,                0.72221,                0.43585,                 1.4904,                 1.2692,                 2.1066,             0.00011569,             0.00011569,             0.00011569
                    190,                0.75381,                0.72751,                  1.197,                0.90037,                0.61884,                0.72423,                0.43386,                 1.5046,                 1.2237,                 2.1214,             0.00010744,             0.00010744,             0.00010744
                    191,                0.67484,                0.55938,                 1.1953,                0.82185,                   0.65,                0.72961,                0.42866,                 1.5042,                 1.2236,                 2.1479,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.65796,                0.53264,                 1.1982,                0.80462,                0.64588,                0.72046,                0.42575,                 1.4708,                 1.2666,                 2.1338,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.65005,                0.51925,                  1.184,                0.79743,                0.65729,                0.72652,                0.43244,                 1.4818,                 1.2953,                 2.1296,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.62343,                0.49712,                  1.161,                 0.8633,                0.64167,                 0.7348,                0.42826,                 1.4976,                 1.2698,                 2.1534,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.62996,                0.50688,                  1.157,                0.86866,                0.62226,                0.73148,                0.43418,                 1.4887,                 1.2668,                 2.1496,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                 0.6117,                0.46786,                 1.1468,                0.84543,                0.63646,                0.73352,                0.44028,                 1.4698,                 1.2636,                 2.1401,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.61251,                0.47802,                 1.1526,                0.82652,                0.66042,                0.73816,                0.44163,                 1.4647,                 1.2821,                 2.1151,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                 0.5995,                0.45508,                 1.1123,                0.80988,                0.66042,                0.72809,                0.43236,                 1.4792,                   1.29,                 2.1346,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.60148,                0.46987,                 1.1435,                0.80953,                0.65521,                0.73394,                0.43412,                 1.4652,                 1.2868,                 2.1207,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.59913,                0.46386,                 1.1358,                0.85561,                0.63125,                0.73856,                0.43274,                  1.447,                 1.2806,                 2.1076,             2.4922e-05,             2.4922e-05,             2.4922e-05
