                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.71169,                0.74757,                 1.2032,                0.76096,                0.68627,                0.70927,                0.46967,                 1.3801,                 1.2107,                 1.9544,             0.00029708,             0.00029708,             0.00029708
                    150,                0.70077,                0.70852,                 1.1815,                0.76806,                0.63791,                0.69772,                0.46254,                 1.4008,                 1.2133,                  1.966,             0.00029158,             0.00029158,             0.00029158
                    151,                0.70508,                0.73108,                 1.1867,                0.74219,                0.69116,                0.71999,                0.46054,                 1.3806,                 1.1783,                  2.007,             0.00028608,             0.00028608,             0.00028608
                    152,                0.70448,                0.74833,                  1.194,                0.82879,                0.65033,                0.70876,                0.46758,                 1.3847,                 1.2128,                 2.0162,             0.00028058,             0.00028058,             0.00028058
                    153,                0.69376,                0.72872,                 1.1842,                0.84753,                0.63719,                0.70571,                0.46011,                 1.4153,                 1.1754,                 2.0568,             0.00027508,             0.00027508,             0.00027508
                    154,                0.70461,                0.73183,                 1.1883,                0.83072,                 0.6241,                   0.69,                0.45107,                 1.3942,                 1.2105,                 1.9817,             0.00026958,             0.00026958,             0.00026958
                    155,                 0.6987,                0.74025,                 1.1996,                0.78371,                 0.6575,                0.70012,                0.45968,                  1.435,                 1.2387,                 2.0744,             0.00026408,             0.00026408,             0.00026408
                    156,                0.67839,                0.70521,                 1.1704,                0.84112,                0.64616,                0.72253,                0.46737,                 1.4293,                 1.2506,                 2.0572,             0.00025859,             0.00025859,             0.00025859
                    157,                0.69063,                0.72206,                 1.1806,                0.74343,                 0.7029,                0.71422,                0.46539,                 1.3903,                 1.1995,                 2.0434,             0.00025309,             0.00025309,             0.00025309
                    158,                0.68968,                0.71766,                 1.1813,                0.80204,                 0.6336,                0.70601,                 0.4597,                 1.4416,                 1.2626,                 2.0344,             0.00024759,             0.00024759,             0.00024759
                    159,                0.66455,                0.68852,                 1.1599,                0.78392,                0.66985,                0.71353,                0.46734,                  1.415,                 1.2304,                 2.0638,             0.00024209,             0.00024209,             0.00024209
                    160,                0.66986,                0.69448,                 1.1735,                0.81581,                0.60767,                0.68546,                0.44875,                 1.4368,                 1.3376,                 2.0568,             0.00023659,             0.00023659,             0.00023659
                    161,                0.66062,                0.68293,                 1.1606,                0.84063,                 0.6522,                0.72953,                0.46635,                  1.439,                 1.2411,                 2.0768,             0.00023109,             0.00023109,             0.00023109
                    162,                0.66161,                0.69515,                 1.1571,                0.78133,                0.61776,                0.68759,                0.45856,                 1.4305,                  1.194,                 2.1226,             0.00022559,             0.00022559,             0.00022559
                    163,                0.64578,                 0.6614,                 1.1469,                0.74709,                 0.6799,                0.70871,                0.46257,                 1.4281,                 1.2582,                 2.0862,             0.00022009,             0.00022009,             0.00022009
                    164,                0.66394,                 0.6885,                 1.1561,                0.73528,                0.67238,                0.69875,                 0.4627,                 1.4305,                 1.2284,                 2.0927,             0.00021459,             0.00021459,             0.00021459
                    165,                0.63746,                0.66096,                 1.1393,                0.75435,                0.66281,                0.69765,                0.46532,                 1.3903,                 1.3224,                 2.0261,             0.00020909,             0.00020909,             0.00020909
                    166,                0.65956,                0.67688,                 1.1551,                0.70821,                0.67618,                0.68754,                0.46063,                 1.4168,                 1.3519,                  2.121,             0.00020359,             0.00020359,             0.00020359
                    167,                0.64247,                0.65572,                 1.1397,                0.77404,                0.63513,                0.68469,                0.46265,                 1.4109,                    1.3,                 2.1164,             0.00019809,             0.00019809,             0.00019809
                    168,                0.65212,                0.63723,                 1.1488,                 0.7965,                0.63986,                0.70115,                0.47424,                 1.4086,                 1.3301,                 2.0587,             0.00019259,             0.00019259,             0.00019259
                    169,                0.64594,                0.65319,                 1.1523,                0.75124,                0.65356,                0.70695,                0.47315,                 1.3755,                 1.2753,                 2.0437,             0.00018709,             0.00018709,             0.00018709
                    170,                0.64756,                0.66315,                 1.1401,                0.72135,                0.66815,                0.69101,                0.47315,                 1.3855,                 1.2677,                  2.059,             0.00018159,             0.00018159,             0.00018159
                    171,                0.61046,                0.63327,                 1.1307,                0.79315,                0.59338,                0.70075,                0.47414,                 1.3764,                 1.2401,                  2.044,             0.00017609,             0.00017609,             0.00017609
                    172,                0.62508,                0.62962,                  1.135,                0.78314,                0.60434,                0.68134,                0.44916,                 1.4394,                 1.3397,                 2.1088,             0.00017059,             0.00017059,             0.00017059
                    173,                0.63974,                0.64745,                 1.1401,                0.72601,                0.62632,                0.69888,                0.45442,                 1.4387,                 1.3162,                 2.0949,             0.00016509,             0.00016509,             0.00016509
                    174,                 0.6218,                0.62374,                 1.1365,                0.78357,                0.61887,                0.71094,                0.45664,                 1.4148,                 1.2734,                 2.0846,              0.0001596,              0.0001596,              0.0001596
                    175,                0.61638,                0.61476,                 1.1288,                0.82261,                0.62384,                0.70223,                0.46156,                 1.4345,                 1.2697,                 2.1137,              0.0001541,              0.0001541,              0.0001541
                    176,                0.61321,                0.62025,                 1.1222,                0.81347,                0.64481,                0.70209,                0.45213,                 1.4269,                 1.2293,                 2.1476,              0.0001486,              0.0001486,              0.0001486
                    177,                0.60962,                0.60746,                 1.1175,                0.81207,                0.65208,                0.70606,                0.45433,                 1.4386,                 1.2414,                 2.1345,              0.0001431,              0.0001431,              0.0001431
                    178,                0.61255,                0.61423,                 1.1264,                0.86548,                0.60233,                0.69684,                0.45598,                 1.4501,                 1.2161,                 2.1399,              0.0001376,              0.0001376,              0.0001376
                    179,                 0.6051,                0.61927,                 1.1153,                0.82114,                 0.6353,                0.69244,                0.45917,                 1.4044,                 1.1928,                 2.0872,              0.0001321,              0.0001321,              0.0001321
                    180,                0.59203,                0.59831,                 1.1183,                0.75112,                0.67221,                0.70042,                0.45529,                 1.4172,                 1.2506,                 2.0948,              0.0001266,              0.0001266,              0.0001266
                    181,                 0.5945,                0.59306,                 1.1083,                0.80511,                0.66234,                0.70217,                0.46046,                 1.4322,                 1.2505,                 2.1527,              0.0001211,              0.0001211,              0.0001211
                    182,                0.59725,                0.58438,                 1.1182,                0.80774,                0.63624,                0.69759,                0.46561,                 1.4437,                 1.2594,                 2.1466,              0.0001156,              0.0001156,              0.0001156
                    183,                 0.5854,                0.58075,                 1.1185,                0.79362,                0.64393,                0.71035,                0.45741,                 1.4484,                 1.2717,                 2.1286,              0.0001101,              0.0001101,              0.0001101
                    184,                0.59476,                0.60481,                 1.1165,                0.84054,                 0.6304,                0.70773,                0.46358,                 1.4482,                 1.2571,                 2.1582,              0.0001046,              0.0001046,              0.0001046
                    185,                0.59941,                0.60515,                 1.1213,                0.78146,                0.66426,                0.70185,                0.46458,                 1.4493,                 1.2498,                 2.1366,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    186,                0.60302,                0.60922,                  1.125,                0.80144,                0.64584,                0.70025,                0.46356,                  1.431,                 1.2771,                 2.1349,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    187,                0.57291,                0.58199,                 1.1023,                0.84579,                0.64831,                0.70836,                0.45551,                 1.4353,                 1.2842,                 2.1475,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    188,                0.58733,                0.58474,                 1.1095,                0.82542,                0.64229,                0.70499,                0.46238,                 1.4512,                 1.2785,                 2.1739,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    189,                0.58572,                0.62168,                 1.1159,                0.78491,                0.65162,                0.70076,                0.45787,                 1.4241,                   1.29,                 2.1294,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    190,                0.55154,                0.55837,                 1.1014,                0.79679,                0.61606,                0.69667,                0.45931,                 1.4179,                 1.3349,                 2.1429,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    191,                0.45968,                0.38966,                 1.0475,                0.76523,                0.65224,                0.69182,                0.44857,                  1.444,                 1.2701,                  2.203,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    192,                0.44471,                0.36026,                 1.0351,                 0.8041,                 0.6313,                0.70127,                0.45792,                 1.4214,                 1.2556,                 2.2037,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    193,                0.43203,                0.35496,                 1.0244,                0.85051,                0.62768,                0.71432,                 0.4621,                  1.413,                  1.254,                 2.1901,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    194,                0.41738,                0.35988,                 1.0012,                0.82943,                0.62142,                0.70378,                0.46019,                 1.4166,                 1.2794,                 2.1734,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    195,                0.42182,                0.33913,                 1.0163,                 0.8177,                0.60885,                0.69165,                0.46058,                 1.4032,                 1.2938,                 2.1684,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    196,                0.41438,                0.33261,                  1.014,                 0.8333,                0.62931,                0.69856,                 0.4642,                  1.383,                 1.2849,                 2.1313,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    197,                0.41936,                0.33047,                 1.0072,                0.76587,                  0.653,                0.69579,                0.46622,                 1.3869,                 1.3036,                 2.1348,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    198,                0.40248,                0.31854,                0.99748,                0.76019,                 0.6304,                0.68438,                 0.4677,                 1.3808,                 1.3147,                 2.1292,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    199,                0.41049,                0.31838,                 1.0041,                0.76747,                0.64535,                0.68882,                0.46733,                 1.3993,                 1.3139,                 2.1642,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    200,                0.41021,                0.31976,                 1.0143,                 0.8011,                 0.6201,                0.68899,                0.46762,                 1.3954,                 1.2909,                 2.1809,             1.6609e-05,             1.6609e-05,             1.6609e-05
